sens_g0,sens_gX,util_g0,util_gX,edges_modified,seed,method,budget_pct,g0_method,g0_size,lr,T_s,T_u,dataset,ptb_rate
0.3834296724470135,0.7609359104781281,0.6184971098265896,0.6948118006103764,620.0,123,SLL,0.25,random,0.2,10,-1,1263,cora,0.25
0.36608863198458574,0.7558494404883012,0.6339113680154143,0.7217700915564598,620.0,123,SLL,0.25,random,0.2,10,-1,1263,cora,0.25
0.36608863198458574,0.7558494404883012,0.6339113680154143,0.7217700915564598,620.0,123,SLL,0.25,random,0.2,10,-1,1263,cora,0.25
0.45664739884393063,0.7029501525940997,0.41811175337186895,0.82706002034588,628.0,123,SLL,0.25,random,0.2,10,1263,-1,cora,0.25
0.2578125,0.7510094212651414,0.609375,0.7366532077164648,622.0,123,SLL,0.25,random,0.1,10,-1,1263,Cora,0.25
0.36608863198458574,0.7558494404883012,0.6339113680154143,0.7217700915564598,620.0,123,SLL,0.25,random,0.2,10,-1,1263,Cora,0.25
0.27555555555555555,0.7477876106194691,0.6133333333333333,0.7101769911504425,619.0,123,SLL,0.25,random,0.1,10,-1,1263,Cora,0.25
